ModChr,ModStart,ModEnd,Strand,ModID,ModType,Motif score,Support Num,Cell/Tissue,Seq Type,Transcript ID Num,Conserved Sites Num,snoRNA List,Writer Name
chr15,68187812,68187813,+,ac4C_site_610,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr10,67990958,67990959,-,ac4C_site_211,ac4C,noScore,1,DLD1,acRIP-seq,6,0,na,na
chr16,67658241,67658242,-,ac4C_site_707,ac4C,noScore,1,DLD1,acRIP-seq,11,0,na,na
chr11,67611964,67611965,+,ac4C_site_334,ac4C,noScore,1,DLD1,acRIP-seq,12,0,na,na
chr16,67538724,67538725,+,ac4C_site_706,ac4C,noScore,1,DLD1,acRIP-seq,12,0,na,na
chr11,67489405,67489406,+,ac4C_site_333,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr11,67312441,67312442,+,ac4C_site_331,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr11,66643839,66643840,+,ac4C_site_330,ac4C,noScore,1,DLD1,acRIP-seq,14,0,na,na
chr11,66639940,66639941,+,ac4C_site_329,ac4C,noScore,1,DLD1,acRIP-seq,15,0,na,na
chr11,66284713,66284714,-,ac4C_site_325,ac4C,noScore,1,DLD1,acRIP-seq,7,0,na,na
chr11,65917194,65917195,-,ac4C_site_320,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr11,65892676,65892677,-,ac4C_site_319,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chrX,65534551,65534552,-,ac4C_site_1829,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr11,65532747,65532748,+,ac4C_site_315,ac4C,noScore,1,DLD1,acRIP-seq,9,0,na,na
chr11,65505165,65505166,+,ac4C_site_313,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr11,65503546,65503547,+,ac4C_site_312,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr11,65502077,65502078,+,ac4C_site_311,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr3,65430830,65430831,-,ac4C_site_1380,ac4C,noScore,1,DLD1,acRIP-seq,11,0,na,na
chr11,65086769,65086770,+,ac4C_site_307,ac4C,noScore,1,DLD1,acRIP-seq,10,0,na,na
chr1,64844159,64844160,-,ac4C_site_106,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr14,64742382,64742383,+,ac4C_site_548,ac4C,noScore,1,DLD1,acRIP-seq,6,0,na,na
chr2,64579536,64579537,+,ac4C_site_1104,ac4C,noScore,1,DLD1,acRIP-seq,7,0,na,na
chr11,64204228,64204229,+,ac4C_site_302,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr12,64111855,64111856,+,ac4C_site_443,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr17,64049122,64049123,-,ac4C_site_836,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr17,63831331,63831332,+,ac4C_site_835,ac4C,noScore,1,DLD1,acRIP-seq,11,0,na,na
chr11,63752584,63752585,+,ac4C_site_300,ac4C,noScore,1,DLD1,acRIP-seq,9,0,na,na
chr15,63672593,63672594,-,ac4C_site_607,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr10,63599225,63599226,+,ac4C_site_210,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr20,62665031,62665032,+,ac4C_site_1230,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr11,62530823,62530824,-,ac4C_site_297,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr11,62525410,62525411,-,ac4C_site_296,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr20,62389345,62389346,-,ac4C_site_1229,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr10,62091605,62091606,+,ac4C_site_209,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr17,61962860,61962861,-,ac4C_site_830,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr8,61656182,61656183,-,ac4C_site_1725,ac4C,noScore,1,DLD1,acRIP-seq,13,0,na,na
chr2,61484032,61484033,-,ac4C_site_1098,ac4C,noScore,1,DLD1,acRIP-seq,7,0,na,na
chr1,61457191,61457192,+,ac4C_site_98,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr11,61416273,61416274,-,ac4C_site_294,ac4C,noScore,1,DLD1,acRIP-seq,8,0,na,na
chr11,61326850,61326851,-,ac4C_site_292,ac4C,noScore,1,DLD1,acRIP-seq,9,0,na,na
chr11,61302333,61302334,-,ac4C_site_291,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr11,60842395,60842396,+,ac4C_site_290,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr17,59685696,59685697,+,ac4C_site_829,ac4C,noScore,1,DLD1,acRIP-seq,6,0,na,na
chr15,59224754,59224755,-,ac4C_site_604,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr17,59028623,59028624,-,ac4C_site_828,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr15,58892977,58892978,-,ac4C_site_603,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr1,58783125,58783126,-,ac4C_site_97,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr1,58782436,58782437,-,ac4C_site_96,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr19,58548335,58548336,+,ac4C_site_1063,ac4C,noScore,1,DLD1,acRIP-seq,6,0,na,na
chr19,58514248,58514249,-,ac4C_site_1061,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr5,58459988,58459989,-,ac4C_site_1485,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr12,57719065,57719066,+,ac4C_site_442,ac4C,noScore,1,DLD1,acRIP-seq,11,0,na,na
chr11,57659640,57659641,+,ac4C_site_288,ac4C,noScore,1,DLD1,acRIP-seq,6,0,na,na
chr16,57654058,57654059,+,ac4C_site_705,ac4C,noScore,1,DLD1,acRIP-seq,12,0,na,na
chr11,57614702,57614703,+,ac4C_site_287,ac4C,noScore,1,DLD1,acRIP-seq,7,0,na,na
chr19,57573172,57573173,-,ac4C_site_1058,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr16,57471859,57471860,+,ac4C_site_704,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr11,57327849,57327850,+,ac4C_site_286,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr3,57269618,57269619,+,ac4C_site_1377,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr16,56609392,56609393,+,ac4C_site_698,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr16,56609112,56609113,+,ac4C_site_697,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr6,56460193,56460194,-,ac4C_site_1598,ac4C,noScore,1,DLD1,acRIP-seq,15,0,na,na
chr12,56418199,56418200,-,ac4C_site_438,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr12,56272236,56272237,-,ac4C_site_436,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr12,56112975,56112976,+,ac4C_site_431,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr12,56101533,56101534,+,ac4C_site_429,ac4C,noScore,1,DLD1,acRIP-seq,8,0,na,na
chr12,55966955,55966956,-,ac4C_site_428,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr2,55672998,55672999,-,ac4C_site_1095,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr19,55455126,55455127,-,ac4C_site_1055,ac4C,noScore,1,DLD1,acRIP-seq,6,0,na,na
chrX,54814424,54814425,+,ac4C_site_1828,ac4C,noScore,1,DLD1,acRIP-seq,9,0,na,na
chr19,54455017,54455018,+,ac4C_site_1051,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr1,54251652,54251653,-,ac4C_site_93,ac4C,noScore,1,DLD1,acRIP-seq,14,0,na,na
chr12,54238907,54238908,-,ac4C_site_426,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr1,54226267,54226268,-,ac4C_site_91,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr19,54122517,54122518,-,ac4C_site_1049,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chrX,53559441,53559442,-,ac4C_site_1827,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr12,53515875,53515876,-,ac4C_site_425,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr12,53467358,53467359,+,ac4C_site_424,ac4C,noScore,1,DLD1,acRIP-seq,18,0,na,na
chr12,52813699,52813700,-,ac4C_site_419,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr3,52768393,52768394,-,ac4C_site_1374,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr3,52706865,52706866,+,ac4C_site_1373,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr15,51959970,51959971,-,ac4C_site_600,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr1,51236656,51236657,+,ac4C_site_89,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr12,51103731,51103732,-,ac4C_site_418,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr19,51014829,51014830,-,ac4C_site_1045,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr17,50998564,50998565,-,ac4C_site_821,ac4C,noScore,1,DLD1,acRIP-seq,9,0,na,na
chr17,50744731,50744732,+,ac4C_site_820,ac4C,noScore,1,DLD1,acRIP-seq,8,0,na,na
chr15,50704809,50704810,-,ac4C_site_599,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr17,50548585,50548586,+,ac4C_site_819,ac4C,noScore,1,DLD1,acRIP-seq,19,0,na,na
chr22,50506208,50506209,-,ac4C_site_1324,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr19,50483263,50483264,-,ac4C_site_1041,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr19,50408776,50408777,+,ac4C_site_1039,ac4C,noScore,1,DLD1,acRIP-seq,8,0,na,na
chr17,50375559,50375560,+,ac4C_site_818,ac4C,noScore,1,DLD1,acRIP-seq,6,0,na,na
chr19,50249061,50249062,+,ac4C_site_1038,ac4C,noScore,1,DLD1,acRIP-seq,9,0,na,na
chr20,50191917,50191918,+,ac4C_site_1225,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr19,49909444,49909445,-,ac4C_site_1037,ac4C,noScore,1,DLD1,acRIP-seq,14,0,na,na
chr3,49895241,49895242,-,ac4C_site_1367,ac4C,noScore,1,DLD1,acRIP-seq,9,0,na,na
chr18,49864284,49864285,-,ac4C_site_889,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr19,49806208,49806209,+,ac4C_site_1035,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr22,49777096,49777097,-,ac4C_site_1323,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr3,49131657,49131658,-,ac4C_site_1365,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr3,49057128,49057129,-,ac4C_site_1362,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr12,49051811,49051812,-,ac4C_site_408,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr15,49046373,49046374,-,ac4C_site_597,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr12,49029192,49029193,-,ac4C_site_407,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chrX,48922744,48922745,-,ac4C_site_1826,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr12,48827693,48827694,+,ac4C_site_406,ac4C,noScore,1,DLD1,acRIP-seq,9,0,na,na
chr12,48691833,48691834,-,ac4C_site_405,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr19,48633629,48633630,-,ac4C_site_1031,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr12,48074368,48074369,-,ac4C_site_404,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr17,47941833,47941834,+,ac4C_site_813,ac4C,noScore,1,DLD1,acRIP-seq,14,0,na,na
chr3,47870948,47870949,-,ac4C_site_1358,ac4C,noScore,1,DLD1,acRIP-seq,7,0,na,na
chr8,47836446,47836447,-,ac4C_site_1722,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr2,47808197,47808198,+,ac4C_site_1088,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr11,47724098,47724099,-,ac4C_site_283,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr17,47683449,47683450,+,ac4C_site_812,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chrX,47658875,47658876,-,ac4C_site_1825,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chrX,47657336,47657337,-,ac4C_site_1824,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr11,47482762,47482763,-,ac4C_site_280,ac4C,noScore,1,DLD1,acRIP-seq,9,0,na,na
chr7,47368926,47368927,-,ac4C_site_1656,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr11,47290731,47290732,+,ac4C_site_278,ac4C,noScore,1,DLD1,acRIP-seq,9,0,na,na
chr2,46905374,46905375,-,ac4C_site_1086,ac4C,noScore,1,DLD1,acRIP-seq,11,0,na,na
chr22,46793716,46793717,+,ac4C_site_1322,ac4C,noScore,1,DLD1,acRIP-seq,8,0,na,na
chr19,46787551,46787552,-,ac4C_site_1026,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr19,46775580,46775581,-,ac4C_site_1025,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr11,46743930,46743931,-,ac4C_site_275,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr22,46720145,46720146,-,ac4C_site_1321,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr19,46610240,46610241,+,ac4C_site_1023,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr19,46390748,46390749,+,ac4C_site_1020,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr19,46387403,46387404,+,ac4C_site_1018,ac4C,noScore,1,DLD1,acRIP-seq,9,0,na,na
chr11,46373029,46373030,+,ac4C_site_272,ac4C,noScore,1,DLD1,acRIP-seq,11,0,na,na
chr1,46278897,46278898,-,ac4C_site_87,ac4C,noScore,1,DLD1,acRIP-seq,6,0,na,na
chr18,46089639,46089640,-,ac4C_site_886,ac4C,noScore,1,DLD1,acRIP-seq,12,0,na,na
chr17,46031038,46031039,-,ac4C_site_810,ac4C,noScore,1,DLD1,acRIP-seq,9,0,na,na
chr13,45969159,45969160,-,ac4C_site_501,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr3,45966557,45966558,-,ac4C_site_1354,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr3,45958475,45958476,-,ac4C_site_1353,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr20,45842068,45842069,-,ac4C_site_1218,ac4C,noScore,1,DLD1,acRIP-seq,8,0,na,na
chr19,45831495,45831496,-,ac4C_site_1017,ac4C,noScore,1,DLD1,acRIP-seq,6,0,na,na
chr3,45548341,45548342,+,ac4C_site_1352,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr19,45408339,45408340,+,ac4C_site_1015,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr17,44851224,44851225,-,ac4C_site_808,ac4C,noScore,1,DLD1,acRIP-seq,8,0,na,na
chr22,44849020,44849021,+,ac4C_site_1320,ac4C,noScore,1,DLD1,acRIP-seq,8,0,na,na
chr19,44781329,44781330,+,ac4C_site_1013,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr1,44777716,44777717,+,ac4C_site_83,ac4C,noScore,1,DLD1,acRIP-seq,6,0,na,na
chr7,44707273,44707274,+,ac4C_site_1653,ac4C,noScore,1,DLD1,acRIP-seq,6,0,na,na
chr1,44651212,44651213,+,ac4C_site_81,ac4C,noScore,1,DLD1,acRIP-seq,7,0,na,na
chr7,44568982,44568983,-,ac4C_site_1652,ac4C,noScore,1,DLD1,acRIP-seq,9,0,na,na
chr22,44497467,44497468,-,ac4C_site_1318,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr21,44441756,44441757,+,ac4C_site_1260,ac4C,noScore,1,DLD1,acRIP-seq,7,0,na,na
chr17,44085111,44085112,-,ac4C_site_803,ac4C,noScore,1,DLD1,acRIP-seq,6,0,na,na
chr7,44061019,44061020,+,ac4C_site_1651,ac4C,noScore,1,DLD1,acRIP-seq,13,0,na,na
chr1,43972183,43972184,+,ac4C_site_78,ac4C,noScore,1,DLD1,acRIP-seq,6,0,na,na
chr21,43760420,43760421,+,ac4C_site_1258,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr20,43686987,43686988,+,ac4C_site_1214,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr10,43644732,43644733,-,ac4C_site_204,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr1,43619299,43619300,+,ac4C_site_76,ac4C,noScore,1,DLD1,acRIP-seq,8,0,na,na
chr15,43400179,43400180,+,ac4C_site_595,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr15,42735995,42735996,-,ac4C_site_594,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr17,42613688,42613689,+,ac4C_site_796,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr22,42596274,42596275,-,ac4C_site_1316,ac4C,noScore,1,DLD1,acRIP-seq,7,0,na,na
chr22,42213661,42213662,-,ac4C_site_1315,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr22,42058532,42058533,-,ac4C_site_1314,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr17,41892361,41892362,-,ac4C_site_794,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr19,41871861,41871862,+,ac4C_site_1006,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr22,41327297,41327298,+,ac4C_site_1313,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chrX,41129115,41129116,+,ac4C_site_1823,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr1,40861363,40861364,-,ac4C_site_74,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr15,40471815,40471816,+,ac4C_site_589,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr22,40406135,40406136,+,ac4C_site_1309,ac4C,noScore,1,DLD1,acRIP-seq,6,0,na,na
chr15,40276245,40276246,+,ac4C_site_588,ac4C,noScore,1,DLD1,acRIP-seq,7,0,na,na
chr15,40276216,40276217,+,ac4C_site_587,ac4C,noScore,1,DLD1,acRIP-seq,7,0,na,na
chr17,40164016,40164017,+,ac4C_site_791,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr17,39995016,39995017,+,ac4C_site_790,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr1,39485691,39485692,+,ac4C_site_72,ac4C,noScore,1,DLD1,acRIP-seq,11,0,na,na
chr1,39444747,39444748,+,ac4C_site_71,ac4C,noScore,1,DLD1,acRIP-seq,6,0,na,na
chr1,39424103,39424104,+,ac4C_site_69,ac4C,noScore,1,DLD1,acRIP-seq,7,0,na,na
chr17,39401532,39401533,-,ac4C_site_789,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr3,39383658,39383659,+,ac4C_site_1347,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr14,39045215,39045216,-,ac4C_site_538,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr8,38819869,38819870,+,ac4C_site_1721,ac4C,noScore,1,DLD1,acRIP-seq,16,0,na,na
chr8,38426182,38426183,-,ac4C_site_1720,ac4C,noScore,1,DLD1,acRIP-seq,26,0,na,na
chr22,38115644,38115645,-,ac4C_site_1303,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr4,38027832,38027833,+,ac4C_site_1451,ac4C,noScore,1,DLD1,acRIP-seq,6,0,na,na
chr9,37974748,37974749,-,ac4C_site_1759,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr8,37872410,37872411,-,ac4C_site_1718,ac4C,noScore,1,DLD1,acRIP-seq,6,0,na,na
chr22,37632458,37632459,+,ac4C_site_1297,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr14,37590505,37590506,-,ac4C_site_537,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr22,37569269,37569270,+,ac4C_site_1296,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr22,37225825,37225826,-,ac4C_site_1295,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr21,37150825,37150826,+,ac4C_site_1252,ac4C,noScore,1,DLD1,acRIP-seq,12,0,na,na
chr6,36874903,36874904,-,ac4C_site_1593,ac4C,noScore,1,DLD1,acRIP-seq,0,0,na,na
chr6,36547284,36547285,-,ac4C_site_1591,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr20,36500384,36500385,+,ac4C_site_1208,ac4C,noScore,1,DLD1,acRIP-seq,11,0,na,na
chr1,36344205,36344206,-,ac4C_site_64,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr22,36312134,36312135,-,ac4C_site_1290,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr18,36126917,36126918,-,ac4C_site_884,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr21,36072776,36072777,+,ac4C_site_1251,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr20,35479684,35479685,+,ac4C_site_1207,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr1,35188043,35188044,-,ac4C_site_58,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr18,35141023,35141024,+,ac4C_site_882,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr15,34856924,34856925,-,ac4C_site_584,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr20,34529938,34529939,+,ac4C_site_1206,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr6,34282116,34282117,-,ac4C_site_1587,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr21,34262869,34262870,+,ac4C_site_1250,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr21,34142555,34142556,+,ac4C_site_1249,ac4C,noScore,1,DLD1,acRIP-seq,6,0,na,na
chr6,33688110,33688111,+,ac4C_site_1584,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr20,33623192,33623193,+,ac4C_site_1204,ac4C,noScore,1,DLD1,acRIP-seq,8,0,na,na
chr6,33295409,33295410,-,ac4C_site_1582,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr7,32957717,32957718,+,ac4C_site_1648,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr1,32775894,32775895,-,ac4C_site_51,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr1,32334977,32334978,-,ac4C_site_48,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr1,32173635,32173636,+,ac4C_site_46,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr1,32170837,32170838,+,ac4C_site_45,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr6,31884724,31884725,-,ac4C_site_1580,ac4C,noScore,1,DLD1,acRIP-seq,10,0,na,na
chr22,31712136,31712137,-,ac4C_site_1286,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr6,31669922,31669923,+,ac4C_site_1579,ac4C,noScore,1,DLD1,acRIP-seq,8,0,na,na
chr20,31665718,31665719,-,ac4C_site_1199,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr6,31660323,31660324,-,ac4C_site_1578,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr6,31627983,31627984,+,ac4C_site_1577,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr1,31585520,31585521,+,ac4C_site_43,ac4C,noScore,1,DLD1,acRIP-seq,7,0,na,na
chr17,31337473,31337474,+,ac4C_site_787,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chrX,31169537,31169538,-,ac4C_site_1822,ac4C,noScore,1,DLD1,acRIP-seq,15,0,na,na
chr22,30972889,30972890,+,ac4C_site_1285,ac4C,noScore,1,DLD1,acRIP-seq,20,0,na,na
chr16,30783319,30783320,-,ac4C_site_691,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr16,30724677,30724678,+,ac4C_site_690,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr16,30724675,30724676,+,ac4C_site_689,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr6,30722576,30722577,+,ac4C_site_1575,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr16,30704219,30704220,+,ac4C_site_688,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr12,30695638,30695639,-,ac4C_site_399,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr3,30671923,30671924,+,ac4C_site_1341,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr6,30619705,30619706,+,ac4C_site_1574,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr6,30602593,30602594,-,ac4C_site_1573,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr6,30600848,30600849,-,ac4C_site_1572,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr17,30465400,30465401,+,ac4C_site_786,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr16,29996594,29996595,+,ac4C_site_684,ac4C,noScore,1,DLD1,acRIP-seq,13,0,na,na
chr16,29803463,29803464,+,ac4C_site_679,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr15,29719876,29719877,-,ac4C_site_583,ac4C,noScore,1,DLD1,acRIP-seq,6,0,na,na
chr22,29604012,29604013,+,ac4C_site_1278,ac4C,noScore,1,DLD1,acRIP-seq,11,0,na,na
chr17,29510941,29510942,+,ac4C_site_783,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr17,29092406,29092407,-,ac4C_site_782,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr2,28941516,28941517,+,ac4C_site_1079,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr17,28898374,28898375,-,ac4C_site_781,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr16,28842917,28842918,-,ac4C_site_678,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr2,28783941,28783942,+,ac4C_site_1078,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr17,28684901,28684902,+,ac4C_site_779,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr17,28637039,28637040,-,ac4C_site_778,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr17,28397491,28397492,-,ac4C_site_775,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr17,28367805,28367806,-,ac4C_site_774,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr17,28342345,28342346,+,ac4C_site_773,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
