ModChr,ModStart,ModEnd,Strand,ModID,ModType,Motif score,Support Num,Cell/Tissue,Seq Type,Transcript ID Num,Conserved Sites Num,snoRNA List,Writer Name
chr7,100881385,100881386,+,ac4C_site_1684,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr1,100872967,100872968,-,ac4C_site_113,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr7,100868154,100868155,+,ac4C_site_1683,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr7,100812954,100812955,-,ac4C_site_1682,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr9,100442350,100442351,+,ac4C_site_1773,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr14,100369201,100369202,-,ac4C_site_569,ac4C,noScore,1,H1,ac4C-seq,38,0,na,na
chr10,100364602,100364603,+,ac4C_site_233,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr7,100359018,100359019,+,ac4C_site_1678,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr10,100286630,100286631,-,ac4C_site_232,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr7,100112862,100112863,-,ac4C_site_1677,ac4C,noScore,1,H1,ac4C-seq,10,0,na,na
chr7,100101274,100101275,-,ac4C_site_1676,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr1,100061900,100061901,+,ac4C_site_112,ac4C,noScore,1,H1,ac4C-seq,10,0,na,na
chr4,99903872,99903873,-,ac4C_site_1461,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr10,99732398,99732399,+,ac4C_site_231,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr6,99408134,99408135,-,ac4C_site_1609,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr2,99379052,99379053,+,ac4C_site_1130,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr7,99338194,99338195,+,ac4C_site_1674,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr14,98973041,98973042,-,ac4C_site_568,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr4,98887152,98887153,-,ac4C_site_1460,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr8,98102559,98102560,-,ac4C_site_1732,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr13,98019750,98019751,+,ac4C_site_508,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr9,98015549,98015550,+,ac4C_site_1772,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr9,98015548,98015549,+,ac4C_site_1771,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr13,98006327,98006328,+,ac4C_site_507,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr8,97775913,97775914,+,ac4C_site_1731,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr8,97775910,97775911,+,ac4C_site_1730,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr10,96750791,96750792,+,ac4C_site_229,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr10,96750552,96750553,+,ac4C_site_228,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr2,96267704,96267705,+,ac4C_site_1127,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr12,95494104,95494105,+,ac4C_site_452,ac4C,noScore,1,H1,ac4C-seq,9,0,na,na
chr12,95300433,95300434,+,ac4C_site_451,ac4C,noScore,1,H1,ac4C-seq,10,0,na,na
chr10,95290907,95290908,-,ac4C_site_227,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr11,94969999,94970000,-,ac4C_site_358,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr5,94618757,94618758,+,ac4C_site_1491,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr11,94498117,94498118,+,ac4C_site_357,ac4C,noScore,1,H1,ac4C-seq,9,0,na,na
chr11,93738251,93738252,-,ac4C_site_356,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr11,93732274,93732275,-,ac4C_site_355,ac4C,noScore,1,H1,ac4C-seq,11,0,na,na
chr10,93692648,93692649,-,ac4C_site_226,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr5,93683432,93683433,-,ac4C_site_1490,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr5,93683365,93683366,-,ac4C_site_1489,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr15,92897869,92897870,+,ac4C_site_642,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr12,92781990,92781991,-,ac4C_site_450,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr9,92764730,92764731,-,ac4C_site_1768,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr9,92287826,92287827,-,ac4C_site_1767,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr14,92082351,92082352,-,ac4C_site_566,ac4C,noScore,1,H1,ac4C-seq,49,0,na,na
chr14,92071045,92071046,-,ac4C_site_565,ac4C,noScore,1,H1,ac4C-seq,44,0,na,na
chr15,90390800,90390801,+,ac4C_site_640,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr15,90271734,90271735,+,ac4C_site_639,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr16,89658338,89658339,+,ac4C_site_733,ac4C,noScore,1,H1,ac4C-seq,10,0,na,na
chr16,89651581,89651582,-,ac4C_site_732,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr16,89282824,89282825,-,ac4C_site_731,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr16,89282112,89282113,-,ac4C_site_730,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr16,88859744,88859745,+,ac4C_site_729,ac4C,noScore,1,H1,ac4C-seq,11,0,na,na
chr16,88643488,88643489,-,ac4C_site_727,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr16,88611362,88611363,+,ac4C_site_726,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr9,88426547,88426548,+,ac4C_site_1764,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr11,88312458,88312459,-,ac4C_site_354,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr16,87869374,87869375,-,ac4C_site_725,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr10,87753486,87753487,-,ac4C_site_223,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr6,87701497,87701498,-,ac4C_site_1607,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr6,87681688,87681689,-,ac4C_site_1606,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr6,87664783,87664784,+,ac4C_site_1605,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr6,87519678,87519679,-,ac4C_site_1604,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr10,86960003,86960004,+,ac4C_site_221,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr2,86720807,86720808,+,ac4C_site_1125,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr16,85780419,85780420,-,ac4C_site_724,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr6,85678150,85678151,-,ac4C_site_1603,ac4C,noScore,1,H1,ac4C-seq,22,0,na,na
chr11,85648068,85648069,+,ac4C_site_353,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr6,85609371,85609372,-,ac4C_site_1602,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr2,85541706,85541707,+,ac4C_site_1124,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr15,84621682,84621683,+,ac4C_site_634,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr16,84566799,84566800,-,ac4C_site_723,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr11,83072170,83072171,+,ac4C_site_352,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr15,82708797,82708798,-,ac4C_site_633,ac4C,noScore,1,H1,ac4C-seq,9,0,na,na
chr17,82478868,82478869,+,ac4C_site_872,ac4C,noScore,1,H1,ac4C-seq,14,0,na,na
chr4,82373899,82373900,-,ac4C_site_1459,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr17,82033759,82033760,+,ac4C_site_869,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr17,81869876,81869877,-,ac4C_site_868,ac4C,noScore,1,H1,ac4C-seq,15,0,na,na
chr17,81693732,81693733,+,ac4C_site_866,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr17,81189745,81189746,-,ac4C_site_864,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr16,81011932,81011933,+,ac4C_site_722,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr16,81011931,81011932,+,ac4C_site_721,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr15,81001315,81001316,+,ac4C_site_632,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr17,80940581,80940582,+,ac4C_site_863,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr17,80147010,80147011,-,ac4C_site_862,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr15,80131270,80131271,+,ac4C_site_630,ac4C,noScore,1,H1,ac4C-seq,15,0,na,na
chr15,80131197,80131198,+,ac4C_site_629,ac4C,noScore,1,H1,ac4C-seq,17,0,na,na
chr15,80059781,80059782,+,ac4C_site_628,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr15,79896948,79896949,-,ac4C_site_627,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr12,79689775,79689776,-,ac4C_site_447,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr6,78990933,78990934,-,ac4C_site_1600,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr17,78803469,78803470,-,ac4C_site_860,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr8,78678620,78678621,+,ac4C_site_1726,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr17,78207575,78207576,+,ac4C_site_859,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr17,78191040,78191041,+,ac4C_site_858,ac4C,noScore,1,H1,ac4C-seq,12,0,na,na
chr11,77667328,77667329,-,ac4C_site_351,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr17,77500221,77500222,+,ac4C_site_856,ac4C,noScore,1,H1,ac4C-seq,10,0,na,na
chr17,77487525,77487526,+,ac4C_site_855,ac4C,noScore,1,H1,ac4C-seq,29,0,na,na
chr14,77469272,77469273,+,ac4C_site_560,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr14,77469107,77469108,+,ac4C_site_559,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr16,77200727,77200728,+,ac4C_site_720,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr15,76949166,76949167,+,ac4C_site_625,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr17,76734362,76734363,-,ac4C_site_854,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr6,76561606,76561607,+,ac4C_site_1599,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr11,76360990,76360991,-,ac4C_site_350,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr7,76304081,76304082,+,ac4C_site_1670,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr7,76303815,76303816,+,ac4C_site_1669,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr7,76303073,76303074,+,ac4C_site_1668,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr4,76169910,76169911,-,ac4C_site_1457,ac4C,noScore,1,H1,ac4C-seq,15,0,na,na
chr14,76154409,76154410,+,ac4C_site_558,ac4C,noScore,1,H1,ac4C-seq,9,0,na,na
chr17,76057469,76057470,-,ac4C_site_848,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr7,76047874,76047875,-,ac4C_site_1667,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr15,75938310,75938311,+,ac4C_site_624,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr1,75792277,75792278,+,ac4C_site_108,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr17,75779710,75779711,-,ac4C_site_847,ac4C,noScore,1,H1,ac4C-seq,10,0,na,na
chr14,75657434,75657435,-,ac4C_site_557,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr4,75514237,75514238,-,ac4C_site_1456,ac4C,noScore,1,H1,ac4C-seq,11,0,na,na
chr5,75356403,75356404,+,ac4C_site_1487,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr17,75135438,75135439,-,ac4C_site_844,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr17,75130646,75130647,-,ac4C_site_843,ac4C,noScore,1,H1,ac4C-seq,13,0,na,na
chr17,75053018,75053019,+,ac4C_site_842,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr14,75003024,75003025,+,ac4C_site_555,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr2,74854418,74854419,+,ac4C_site_1122,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr14,74798515,74798516,+,ac4C_site_554,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr17,74749043,74749044,+,ac4C_site_841,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr15,74597515,74597516,+,ac4C_site_618,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr2,74472582,74472583,-,ac4C_site_1120,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr15,74461037,74461038,-,ac4C_site_617,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr2,74455499,74455500,+,ac4C_site_1118,ac4C,noScore,1,H1,ac4C-seq,11,0,na,na
chr2,74455098,74455099,+,ac4C_site_1117,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr18,74390028,74390029,-,ac4C_site_894,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr2,74366464,74366465,-,ac4C_site_1115,ac4C,noScore,1,H1,ac4C-seq,12,0,na,na
chr7,74357431,74357432,+,ac4C_site_1665,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr7,74239955,74239956,-,ac4C_site_1664,ac4C,noScore,1,H1,ac4C-seq,12,0,na,na
chr11,73873173,73873174,-,ac4C_site_349,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr7,73697893,73697894,+,ac4C_site_1662,ac4C,noScore,1,H1,ac4C-seq,9,0,na,na
chr7,73692638,73692639,+,ac4C_site_1661,ac4C,noScore,1,H1,ac4C-seq,15,0,na,na
chr7,73683774,73683775,+,ac4C_site_1660,ac4C,noScore,1,H1,ac4C-seq,14,0,na,na
chr7,73477920,73477921,-,ac4C_site_1658,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr4,73094191,73094192,-,ac4C_site_1455,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr16,72101552,72101553,+,ac4C_site_717,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr11,72015575,72015576,-,ac4C_site_346,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr11,72014730,72014731,-,ac4C_site_345,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr11,72013732,72013733,-,ac4C_site_344,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr16,71895582,71895583,+,ac4C_site_716,ac4C,noScore,1,H1,ac4C-seq,17,0,na,na
chr2,71202457,71202458,-,ac4C_site_1111,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr15,70668856,70668857,-,ac4C_site_615,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr14,70372535,70372536,-,ac4C_site_551,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr2,70088295,70088296,+,ac4C_site_1110,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr2,70088112,70088113,+,ac4C_site_1109,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr2,70087684,70087685,+,ac4C_site_1108,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr16,69424715,69424716,+,ac4C_site_714,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr5,69414081,69414082,+,ac4C_site_1486,ac4C,noScore,1,H1,ac4C-seq,13,0,na,na
chr2,69400527,69400528,-,ac4C_site_1107,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr10,69368569,69368570,+,ac4C_site_216,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr10,69364805,69364806,+,ac4C_site_215,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr10,68973612,68973613,+,ac4C_site_214,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr10,68973570,68973571,+,ac4C_site_213,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr11,68903832,68903833,-,ac4C_site_340,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr11,68896644,68896645,-,ac4C_site_339,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr12,68768210,68768211,+,ac4C_site_444,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr10,68765920,68765921,+,ac4C_site_212,ac4C,noScore,1,H1,ac4C-seq,12,0,na,na
chr16,68566110,68566111,+,ac4C_site_710,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr17,68527857,68527858,+,ac4C_site_840,ac4C,noScore,1,H1,ac4C-seq,11,0,na,na
chr17,68515418,68515419,+,ac4C_site_839,ac4C,noScore,1,H1,ac4C-seq,19,0,na,na
chr17,68512079,68512080,+,ac4C_site_838,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr15,68213916,68213917,-,ac4C_site_612,ac4C,noScore,1,H1,ac4C-seq,24,0,na,na
chr15,68193995,68193996,-,ac4C_site_611,ac4C,noScore,1,H1,ac4C-seq,11,0,na,na
chr11,68036362,68036363,+,ac4C_site_336,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr11,67991784,67991785,-,ac4C_site_335,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr16,67868521,67868522,+,ac4C_site_708,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr17,67826250,67826251,+,ac4C_site_837,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr11,67483212,67483213,+,ac4C_site_332,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr11,66624229,66624230,+,ac4C_site_327,ac4C,noScore,1,H1,ac4C-seq,10,0,na,na
chr15,66548456,66548457,+,ac4C_site_609,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr11,65976664,65976665,+,ac4C_site_324,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr11,65965150,65965151,+,ac4C_site_323,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr11,65961801,65961802,+,ac4C_site_322,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr11,65919505,65919506,+,ac4C_site_321,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr11,65890821,65890822,+,ac4C_site_318,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr11,65856168,65856169,-,ac4C_site_317,ac4C,noScore,1,H1,ac4C-seq,13,0,na,na
chr11,65570656,65570657,+,ac4C_site_316,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr11,65341476,65341477,+,ac4C_site_310,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr15,65133219,65133220,-,ac4C_site_608,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr11,65108216,65108217,+,ac4C_site_309,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr11,65097032,65097033,+,ac4C_site_308,ac4C,noScore,1,H1,ac4C-seq,10,0,na,na
chr2,65069521,65069522,+,ac4C_site_1105,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr1,64839610,64839611,-,ac4C_site_105,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr11,64318308,64318309,+,ac4C_site_305,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr11,64284342,64284343,-,ac4C_site_304,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr11,64246883,64246884,-,ac4C_site_303,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr20,64070387,64070388,+,ac4C_site_1237,ac4C,noScore,1,H1,ac4C-seq,12,0,na,na
chr20,63891362,63891363,+,ac4C_site_1236,ac4C,noScore,1,H1,ac4C-seq,9,0,na,na
chr11,63818822,63818823,+,ac4C_site_301,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr17,63813317,63813318,+,ac4C_site_834,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr17,63800515,63800516,+,ac4C_site_833,ac4C,noScore,1,H1,ac4C-seq,10,0,na,na
chr17,63752405,63752406,-,ac4C_site_832,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr11,63614025,63614026,-,ac4C_site_299,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr2,63604853,63604854,+,ac4C_site_1103,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr20,63494957,63494958,-,ac4C_site_1234,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr1,63490125,63490126,-,ac4C_site_104,ac4C,noScore,1,H1,ac4C-seq,10,0,na,na
chr1,63321420,63321421,-,ac4C_site_103,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr2,62993590,62993591,+,ac4C_site_1102,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr20,62911597,62911598,-,ac4C_site_1232,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr20,62813108,62813109,+,ac4C_site_1231,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr11,62634943,62634944,-,ac4C_site_298,ac4C,noScore,1,H1,ac4C-seq,14,0,na,na
chr17,62424248,62424249,+,ac4C_site_831,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr1,62211752,62211753,+,ac4C_site_102,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr20,62133377,62133378,+,ac4C_site_1228,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr1,61901407,61901408,+,ac4C_site_101,ac4C,noScore,1,H1,ac4C-seq,9,0,na,na
chr1,61899606,61899607,+,ac4C_site_100,ac4C,noScore,1,H1,ac4C-seq,9,0,na,na
chr2,61877433,61877434,-,ac4C_site_1101,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr2,61876185,61876186,-,ac4C_site_1100,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr11,61796128,61796129,+,ac4C_site_295,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr8,61651120,61651121,-,ac4C_site_1724,ac4C,noScore,1,H1,ac4C-seq,13,0,na,na
chr2,61533789,61533790,-,ac4C_site_1099,ac4C,noScore,1,H1,ac4C-seq,13,0,na,na
chr11,61398399,61398400,+,ac4C_site_293,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr2,61348296,61348297,-,ac4C_site_1097,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr8,60865079,60865080,+,ac4C_site_1723,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr15,60352464,60352465,-,ac4C_site_606,ac4C,noScore,1,H1,ac4C-seq,13,0,na,na
chr14,60285690,60285691,+,ac4C_site_547,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr15,59657479,59657480,-,ac4C_site_605,ac4C,noScore,1,H1,ac4C-seq,9,0,na,na
chr18,59152589,59152590,+,ac4C_site_893,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr11,59125051,59125052,+,ac4C_site_289,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr20,58651324,58651325,+,ac4C_site_1227,ac4C,noScore,1,H1,ac4C-seq,12,0,na,na
chr19,58558505,58558506,-,ac4C_site_1064,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr19,58547849,58547850,+,ac4C_site_1062,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr19,58499227,58499228,-,ac4C_site_1060,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr17,58491657,58491658,-,ac4C_site_827,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr17,58351441,58351442,-,ac4C_site_826,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr19,58306126,58306127,+,ac4C_site_1059,ac4C,noScore,1,H1,ac4C-seq,10,0,na,na
chr14,58247772,58247773,+,ac4C_site_546,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr17,58004582,58004583,-,ac4C_site_825,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr17,58003659,58003660,-,ac4C_site_824,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr3,57928667,57928668,+,ac4C_site_1379,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr17,57839838,57839839,-,ac4C_site_823,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr18,57620613,57620614,-,ac4C_site_892,ac4C,noScore,1,H1,ac4C-seq,10,0,na,na
chr18,57601681,57601682,-,ac4C_site_891,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr18,57571485,57571486,-,ac4C_site_890,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr12,57488182,57488183,+,ac4C_site_441,ac4C,noScore,1,H1,ac4C-seq,19,0,na,na
chr11,57308898,57308899,-,ac4C_site_285,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr3,57272545,57272546,+,ac4C_site_1378,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr12,57091904,57091905,+,ac4C_site_440,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr5,56933268,56933269,-,ac4C_site_1484,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr16,56730187,56730188,+,ac4C_site_703,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr16,56670529,56670530,+,ac4C_site_702,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr16,56667352,56667353,-,ac4C_site_701,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr16,56658729,56658730,+,ac4C_site_700,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr16,56609419,56609420,+,ac4C_site_699,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr15,56443482,56443483,-,ac4C_site_602,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr16,56430750,56430751,-,ac4C_site_696,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr16,56430747,56430748,-,ac4C_site_695,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr12,56417617,56417618,-,ac4C_site_437,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr12,56224860,56224861,+,ac4C_site_435,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr12,56116850,56116851,+,ac4C_site_432,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr12,56104741,56104742,+,ac4C_site_430,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr7,56104469,56104470,-,ac4C_site_1657,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr12,55727315,55727316,-,ac4C_site_427,ac4C,noScore,1,H1,ac4C-seq,11,0,na,na
chr19,55645135,55645136,+,ac4C_site_1057,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr2,55643327,55643328,-,ac4C_site_1094,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
